corpusid,title,domain,url,section,paragraph,answer,filtered_refids,filtered_refids_qualified,num_reference,segmented_answer,beginning_sentence,question,QA pair,score_of_answer_topic_sentence,score_of_answer_standalone,score_of_answer_synthesis,score_of_answer_coherence,score_of_answer_legibility,score_of_answer_coherence_seperated,score_of_answer_coherence_diff,score_of_answer_standalone_hardrule,score_of_answer_standalone_diff,score_of_answer_depthness
258331833,Harnessing the Power of LLMs in Practice: A Survey on ChatGPT and Beyond,"Computer Science, Linguistics",https://www.semanticscholar.org/paper/131c6f328c11706de2c43cd16e0b7c5d5e610b6a,s4,p4.1,"Examples of Autoregressive Language Models include GPT-3 [16], OPT [126], PaLM [22], and BLOOM [92]. The game changer, GPT-3, for the first time, demonstrated reasonable few-/zero-shot performance via prompting and in-context learning, thus showing the superiority of autoregressive language models. There are also models such as CodeX [2] that are optimized for specific tasks such as code generation, BloombergGPT [117] for the financial domain. The recent breakthrough is ChatGPT, which refines GPT-3 specifically for conversational tasks, resulting in more interactive, coherent, and context-aware conversational for various real-world applications.","['b123', 'b89', None, 'b13', 'b19', 'b114']","[True, True, True, True, True, True]",6,"1. Examples of Autoregressive Language Models include GPT-3 [16], OPT [126], PaLM [22], and BLOOM [92].
2. The game changer, GPT-3, for the first time, demonstrated reasonable few-/zero-shot performance via prompting and in-context learning, thus showing the superiority of autoregressive language models.
3. There are also models such as CodeX [2] that are optimized for specific tasks such as code generation, BloombergGPT [117] for the financial domain.
4. The recent breakthrough is ChatGPT, which refines GPT-3 specifically for conversational tasks, resulting in more interactive, coherent, and context-aware conversational for various real-world applications.","Examples of Autoregressive Language Models include GPT-3 [16], OPT [126], PaLM [22], and BLOOM [92].",What are examples and advancements of autoregressive language models?,"Question: What are examples and advancements of autoregressive language models?

1. Examples of Autoregressive Language Models include GPT-3 [16], OPT [126], PaLM [22], and BLOOM [92].
2. The game changer, GPT-3, for the first time, demonstrated reasonable few-/zero-shot performance via prompting and in-context learning, thus showing the superiority of autoregressive language models.
3. There are also models such as CodeX [2] that are optimized for specific tasks such as code generation, BloombergGPT [117] for the financial domain.
4. The recent breakthrough is ChatGPT, which refines GPT-3 specifically for conversational tasks, resulting in more interactive, coherent, and context-aware conversational for various real-world applications.",0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
258331833,Harnessing the Power of LLMs in Practice: A Survey on ChatGPT and Beyond,"Computer Science, Linguistics",https://www.semanticscholar.org/paper/131c6f328c11706de2c43cd16e0b7c5d5e610b6a,s7,p7.0,"Pre-training data plays a pivotal role in the development of large language models. As the foundation of remarkable capabilities [5,47] of LLMs, the quality, quantitative, and diversity of pre-training data influence the performance of LLMs significantly [124]. The commonly used pretraining data consists of a myriad of text sources, including books, articles, and websites. The data is carefully curated to ensure a comprehensive representation of human knowledge, linguistic nuances, and cultural perspectives. The importance of pretraining data lies in its capacity to inform the language model with a rich understanding of word knowledge, grammar, syntax, and semantics, as well as the ability to recognize context and generate coherent responses. The diversity of pretraining data also plays a crucial role in shaping the model's performance, and the selection of LLMs highly depends on the components of the pretraining data. For example, PaLM [22] and BLOOM [92] excel in multilingual tasks and machine translation with an abundance of multilingual pretraining data. Moreover, PaLM's performance in Question Answering tasks is enhanced by incorporating a considerable amount of social media conversations and Books corpus [22]. Likewise, code execution and code completion capabilities of GPT-3.5 (code-davinci-002) are amplified by the integration of code data in its pretraining dataset. In brief, when selecting LLMs for downstream tasks, it is advisable to choose the model pre-trained on a similar field of data.","['b2', 'b121', 'b44', 'b89', 'b19']","[True, True, True, True, True]",5,"1. Pre-training data plays a pivotal role in the development of large language models.
2. As the foundation of remarkable capabilities [5,47] of LLMs, the quality, quantitative, and diversity of pre-training data influence the performance of LLMs significantly [124].
3. The commonly used pretraining data consists of a myriad of text sources, including books, articles, and websites.
4. The data is carefully curated to ensure a comprehensive representation of human knowledge, linguistic nuances, and cultural perspectives.
5. The importance of pretraining data lies in its capacity to inform the language model with a rich understanding of word knowledge, grammar, syntax, and semantics, as well as the ability to recognize context and generate coherent responses.
6. The diversity of pretraining data also plays a crucial role in shaping the model's performance, and the selection of LLMs highly depends on the components of the pretraining data.
7. For example, PaLM [22] and BLOOM [92] excel in multilingual tasks and machine translation with an abundance of multilingual pretraining data.
8. Moreover, PaLM's performance in Question Answering tasks is enhanced by incorporating a considerable amount of social media conversations and Books corpus [22].
9. Likewise, code execution and code completion capabilities of GPT-3.5 (code-davinci-002) are amplified by the integration of code data in its pretraining dataset.
10. In brief, when selecting LLMs for downstream tasks, it is advisable to choose the model pre-trained on a similar field of data.",Pre-training data plays a pivotal role in the development of large language models.,How does pre-training data influence large language model performance?,"Question: How does pre-training data influence large language model performance?

1. Pre-training data plays a pivotal role in the development of large language models.
2. As the foundation of remarkable capabilities [5,47] of LLMs, the quality, quantitative, and diversity of pre-training data influence the performance of LLMs significantly [124].
3. The commonly used pretraining data consists of a myriad of text sources, including books, articles, and websites.
4. The data is carefully curated to ensure a comprehensive representation of human knowledge, linguistic nuances, and cultural perspectives.
5. The importance of pretraining data lies in its capacity to inform the language model with a rich understanding of word knowledge, grammar, syntax, and semantics, as well as the ability to recognize context and generate coherent responses.
6. The diversity of pretraining data also plays a crucial role in shaping the model's performance, and the selection of LLMs highly depends on the components of the pretraining data.
7. For example, PaLM [22] and BLOOM [92] excel in multilingual tasks and machine translation with an abundance of multilingual pretraining data.
8. Moreover, PaLM's performance in Question Answering tasks is enhanced by incorporating a considerable amount of social media conversations and Books corpus [22].
9. Likewise, code execution and code completion capabilities of GPT-3.5 (code-davinci-002) are amplified by the integration of code data in its pretraining dataset.
10. In brief, when selecting LLMs for downstream tasks, it is advisable to choose the model pre-trained on a similar field of data.",1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
258331833,Harnessing the Power of LLMs in Practice: A Survey on ChatGPT and Beyond,"Computer Science, Linguistics",https://www.semanticscholar.org/paper/131c6f328c11706de2c43cd16e0b7c5d5e610b6a,s8,p8.0,"When deploying a model for downstream tasks, it is essential to consider three primary scenarios based on the availability of annotated data: zero, few, and abundant. In this section, we provide a succinct overview of the appropriate models to employ for each scenario. Zero annotated data: In scenarios where annotated data is unavailable, utilizing LLMs in a zero-shot setting proves to be the most suitable approach. LLMs have been shown to outperform previous zero-shot methods [120]. Additionally, the absence of a parameter update process ensures that catastrophic forgetting [49] is avoided since the language model parameters remain unaltered.","['b46', 'b117']","[True, True]",2,"1. When deploying a model for downstream tasks, it is essential to consider three primary scenarios based on the availability of annotated data: zero, few, and abundant.
2. In this section, we provide a succinct overview of the appropriate models to employ for each scenario.
3. Zero annotated data: In scenarios where annotated data is unavailable, utilizing LLMs in a zero-shot setting proves to be the most suitable approach.
4. LLMs have been shown to outperform previous zero-shot methods [120].
5. Additionally, the absence of a parameter update process ensures that catastrophic forgetting [49] is avoided since the language model parameters remain unaltered.","When deploying a model for downstream tasks, it is essential to consider three primary scenarios based on the availability of annotated data: zero, few, and abundant.",What are the best model deployment strategies based on annotated data availability?,"Question: What are the best model deployment strategies based on annotated data availability?

1. When deploying a model for downstream tasks, it is essential to consider three primary scenarios based on the availability of annotated data: zero, few, and abundant.
2. In this section, we provide a succinct overview of the appropriate models to employ for each scenario.
3. Zero annotated data: In scenarios where annotated data is unavailable, utilizing LLMs in a zero-shot setting proves to be the most suitable approach.
4. LLMs have been shown to outperform previous zero-shot methods [120].
5. Additionally, the absence of a parameter update process ensures that catastrophic forgetting [49] is avoided since the language model parameters remain unaltered.",1.0,1.0,0.5,1.0,1.0,1.0,0.0,0.8,0.1999999999999999,0.0
258331833,Harnessing the Power of LLMs in Practice: A Survey on ChatGPT and Beyond,"Computer Science, Linguistics",https://www.semanticscholar.org/paper/131c6f328c11706de2c43cd16e0b7c5d5e610b6a,s9,p9.0,"When deploying LLMs for downstream tasks, we often face challenges stemming from distributional differences between the test/user data and that of the training data. These disparities may encompass domain shifts [132], out-of-distribution variations [31], or even adversarial examples [82]. Such challenges significantly hinder fine-tuned modes' effectiveness in real-world applications. They fit into a specific distribution and have a poor ability to generalize to OOD data.","['b28', 'b79', 'b129']","[True, True, True]",3,"1. When deploying LLMs for downstream tasks, we often face challenges stemming from distributional differences between the test/user data and that of the training data.
2. These disparities may encompass domain shifts [132], out-of-distribution variations [31], or even adversarial examples [82].
3. Such challenges significantly hinder fine-tuned modes' effectiveness in real-world applications.
4. They fit into a specific distribution and have a poor ability to generalize to OOD data.","When deploying LLMs for downstream tasks, we often face challenges stemming from distributional differences between the test/user data and that of the training data.",What challenges do LLMs face when applied to downstream tasks due to distributional differences?,"Question: What challenges do LLMs face when applied to downstream tasks due to distributional differences?

1. When deploying LLMs for downstream tasks, we often face challenges stemming from distributional differences between the test/user data and that of the training data.
2. These disparities may encompass domain shifts [132], out-of-distribution variations [31], or even adversarial examples [82].
3. Such challenges significantly hinder fine-tuned modes' effectiveness in real-world applications.
4. They fit into a specific distribution and have a poor ability to generalize to OOD data.",1.0,1.0,0.5,1.0,1.0,1.0,0.0,0.75,0.25,0.0
258331833,Harnessing the Power of LLMs in Practice: A Survey on ChatGPT and Beyond,"Computer Science, Linguistics",https://www.semanticscholar.org/paper/131c6f328c11706de2c43cd16e0b7c5d5e610b6a,s13,p13.2,"CivilComments [13] even the best one is only better than random guessing [59]. On the other hand, most popular fine-tuned models can obtain much better performance [33]. and the Perspective API 3 is still one of the best for detecting toxicity. This API is powered by a multilingual BERT-based model, which is tuned on publicly available toxicity data and several smaller single-language CNNs distilled from this model. This might be due to the fact that toxicity is defined by subtle nuances in linguistic expressions, and large language models are unable to accurately comprehend this task solely based on the provided input.","['b56', 'b10', 'b30']","[True, True, True]",3,"1. CivilComments [13] even the best one is only better than random guessing [59].
2. On the other hand, most popular fine-tuned models can obtain much better performance [33].
3. and the Perspective API 3 is still one of the best for detecting toxicity.
4. This API is powered by a multilingual BERT-based model, which is tuned on publicly available toxicity data and several smaller single-language CNNs distilled from this model.
5. This might be due to the fact that toxicity is defined by subtle nuances in linguistic expressions, and large language models are unable to accurately comprehend this task solely based on the provided input.",CivilComments [13] even the best one is only better than random guessing [59].,What makes the Perspective API 3 effective in detecting toxicity?,"Question: What makes the Perspective API 3 effective in detecting toxicity?

1. CivilComments [13] even the best one is only better than random guessing [59].
2. On the other hand, most popular fine-tuned models can obtain much better performance [33].
3. and the Perspective API 3 is still one of the best for detecting toxicity.
4. This API is powered by a multilingual BERT-based model, which is tuned on publicly available toxicity data and several smaller single-language CNNs distilled from this model.
5. This might be due to the fact that toxicity is defined by subtle nuances in linguistic expressions, and large language models are unable to accurately comprehend this task solely based on the provided input.",0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.8,0.1999999999999999,0.0
258331833,Harnessing the Power of LLMs in Practice: A Survey on ChatGPT and Beyond,"Computer Science, Linguistics",https://www.semanticscholar.org/paper/131c6f328c11706de2c43cd16e0b7c5d5e610b6a,s13,p13.4,"In information retrieval (IR) tasks, LLMs are not widely exploited yet. One major reason is that IR tasks are fundamentally different from others. There's no natural way to transform the thousands of candidate texts into a few/zero-shot form which is required by LLMs. The existing evaluation results on MS MARCO(regular/TREC) [73] show that methods based on fine-tuned models have better performance [59]. In this evaluation, the LLMs rank passages in an unorthodox way, which requires the LLMs to produce probabilities for passages one by one.","['b56', 'b70']","[True, True]",2,"1. In information retrieval (IR) tasks, LLMs are not widely exploited yet.
2. One major reason is that IR tasks are fundamentally different from others.
3. There's no natural way to transform the thousands of candidate texts into a few/zero-shot form which is required by LLMs.
4. The existing evaluation results on MS MARCO(regular/TREC) [73] show that methods based on fine-tuned models have better performance [59].
5. In this evaluation, the LLMs rank passages in an unorthodox way, which requires the LLMs to produce probabilities for passages one by one.","In information retrieval (IR) tasks, LLMs are not widely exploited yet.",Why are LLMs not widely used in information retrieval tasks?,"Question: Why are LLMs not widely used in information retrieval tasks?

1. In information retrieval (IR) tasks, LLMs are not widely exploited yet.
2. One major reason is that IR tasks are fundamentally different from others.
3. There's no natural way to transform the thousands of candidate texts into a few/zero-shot form which is required by LLMs.
4. The existing evaluation results on MS MARCO(regular/TREC) [73] show that methods based on fine-tuned models have better performance [59].
5. In this evaluation, the LLMs rank passages in an unorthodox way, which requires the LLMs to produce probabilities for passages one by one.",1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
258331833,Harnessing the Power of LLMs in Practice: A Survey on ChatGPT and Beyond,"Computer Science, Linguistics",https://www.semanticscholar.org/paper/131c6f328c11706de2c43cd16e0b7c5d5e610b6a,s13,p13.8,"Transforming input from tasks like IR and sentence labeling into a few/zero-short instruction form is non-trivial. There may be better ways to adapt language models to traditional NLP tasks in the future. On the other hand, the upper limit of capabilities of fine-tuned models is not reached, and some methods like FLAN-tuning [67] can further boost the performance on NLU tasks. Another interesting finding is that on NLU tasks, after fine-tuning, masked language models, like T5 [85], are better than most auto-regressive language models at the same scale, while some recent results imply that this gap can be bridged by scaling [22].","['b64', 'b19', 'b82']","[True, True, True]",3,"1. Transforming input from tasks like IR and sentence labeling into a few/zero-short instruction form is non-trivial.
2. There may be better ways to adapt language models to traditional NLP tasks in the future.
3. On the other hand, the upper limit of capabilities of fine-tuned models is not reached, and some methods like FLAN-tuning [67] can further boost the performance on NLU tasks.
4. Another interesting finding is that on NLU tasks, after fine-tuning, masked language models, like T5 [85], are better than most auto-regressive language models at the same scale, while some recent results imply that this gap can be bridged by scaling [22].",Transforming input from tasks like IR and sentence labeling into a few/zero-short instruction form is non-trivial.,What are the challenges and future prospects in adapting language models for NLP tasks?,"Question: What are the challenges and future prospects in adapting language models for NLP tasks?

1. Transforming input from tasks like IR and sentence labeling into a few/zero-short instruction form is non-trivial.
2. There may be better ways to adapt language models to traditional NLP tasks in the future.
3. On the other hand, the upper limit of capabilities of fine-tuned models is not reached, and some methods like FLAN-tuning [67] can further boost the performance on NLU tasks.
4. Another interesting finding is that on NLU tasks, after fine-tuning, masked language models, like T5 [85], are better than most auto-regressive language models at the same scale, while some recent results imply that this gap can be bridged by scaling [22].",0.5,1.0,0.5,0.5,1.0,0.5,0.0,1.0,0.0,0.0
258331833,Harnessing the Power of LLMs in Practice: A Survey on ChatGPT and Beyond,"Computer Science, Linguistics",https://www.semanticscholar.org/paper/131c6f328c11706de2c43cd16e0b7c5d5e610b6a,s13,p13.10,"One of the representative tasks is miscellaneous text classification [59]. In contrast to classic domain-specific text classification tasks such as sentiment analysis, miscellaneous text classification deals with a diverse range of topics and categories that may not have a clear or strong relationship with one another. It's closer to real-world cases and hard to be formatted for using fine-tuned models. Another is the Adversarial NLI (ANLI) [74]. It is a difficult dataset composed of adversarially mined natural language inference questions in three rounds (R1, R2, and R3). LLMs have shown superior performance on ANLI, especially on the R3 and R2. Both examples demonstrate the exceptional ability of LLMs to generalize well on out-of-distribution and sparsely annotated data in traditional NLP tasks, surpassing that of fine-tuned models. We've discussed this in the section above 3.3.","['b56', 'b71']","[True, True]",2,"1. One of the representative tasks is miscellaneous text classification [59].
2. In contrast to classic domain-specific text classification tasks such as sentiment analysis, miscellaneous text classification deals with a diverse range of topics and categories that may not have a clear or strong relationship with one another.
3. It's closer to real-world cases and hard to be formatted for using fine-tuned models.
4. Another is the Adversarial NLI (ANLI)[74].
5. It is a difficult dataset composed of adversarially mined natural language inference questions in three rounds (R1, R2, and R3).
6. LLMs have shown superior performance on ANLI, especially on the R3 and R2.
7. Both examples demonstrate the exceptional ability of LLMs to generalize well on out-of-distribution and sparsely annotated data in traditional NLP tasks, surpassing that of fine-tuned models.
8. We've discussed this in the section above 3.3.",One of the representative tasks is miscellaneous text classification [59].,What are examples of tasks showcasing LLMs' generalization ability in NLP?,"Question: What are examples of tasks showcasing LLMs' generalization ability in NLP?

1. One of the representative tasks is miscellaneous text classification [59].
2. In contrast to classic domain-specific text classification tasks such as sentiment analysis, miscellaneous text classification deals with a diverse range of topics and categories that may not have a clear or strong relationship with one another.
3. It's closer to real-world cases and hard to be formatted for using fine-tuned models.
4. Another is the Adversarial NLI (ANLI)[74].
5. It is a difficult dataset composed of adversarially mined natural language inference questions in three rounds (R1, R2, and R3).
6. LLMs have shown superior performance on ANLI, especially on the R3 and R2.
7. Both examples demonstrate the exceptional ability of LLMs to generalize well on out-of-distribution and sparsely annotated data in traditional NLP tasks, surpassing that of fine-tuned models.
8. We've discussed this in the section above 3.3.",0.0,0.0,0.0,0.5,1.0,1.0,0.5,0.875,-0.875,0.0
258331833,Harnessing the Power of LLMs in Practice: A Survey on ChatGPT and Beyond,"Computer Science, Linguistics",https://www.semanticscholar.org/paper/131c6f328c11706de2c43cd16e0b7c5d5e610b6a,s15,p15.4,"In machine translation (MT), LLMs can perform competent translation, although the average performance is slightly worse than some commercial translation tools [45] considering some automatic metrics like BLEU [78]. LLMs are particularly good at translating some low-resource language texts to English texts, such as in the Romanian-English translation of WMT'16 [11], zero-shot or few-shot LLMs can perform better than SOTA fine-tuned model [22]. This is mainly due to the fact that English resources compose the main part of the pre-training data. BLOOM [92] is pre-trained on more multi-lingual data, leading to better translation quality in both rich-resource and low-resource translation.","['b89', 'b19', 'b42', 'b8', 'b75']","[True, True, True, True, True]",5,"1. In machine translation (MT), LLMs can perform competent translation, although the average performance is slightly worse than some commercial translation tools [45] considering some automatic metrics like BLEU [78].
2. LLMs are particularly good at translating some low-resource language texts to English texts, such as in the Romanian-English translation of WMT'16 [11], zero-shot or few-shot LLMs can perform better than SOTA fine-tuned model [22].
3. This is mainly due to the fact that English resources compose the main part of the pre-training data.
4. BLOOM [92] is pre-trained on more multi-lingual data, leading to better translation quality in both rich-resource and low-resource translation.","In machine translation (MT), LLMs can perform competent translation, although the average performance is slightly worse than some commercial translation tools [45] considering some automatic metrics like BLEU [78].",How do LLMs compare to commercial tools in machine translation performance?,"Question: How do LLMs compare to commercial tools in machine translation performance?

1. In machine translation (MT), LLMs can perform competent translation, although the average performance is slightly worse than some commercial translation tools [45] considering some automatic metrics like BLEU [78].
2. LLMs are particularly good at translating some low-resource language texts to English texts, such as in the Romanian-English translation of WMT'16 [11], zero-shot or few-shot LLMs can perform better than SOTA fine-tuned model [22].
3. This is mainly due to the fact that English resources compose the main part of the pre-training data.
4. BLOOM [92] is pre-trained on more multi-lingual data, leading to better translation quality in both rich-resource and low-resource translation.",0.5,1.0,0.5,1.0,1.0,1.0,0.0,1.0,0.0,0.0
258331833,Harnessing the Power of LLMs in Practice: A Survey on ChatGPT and Beyond,"Computer Science, Linguistics",https://www.semanticscholar.org/paper/131c6f328c11706de2c43cd16e0b7c5d5e610b6a,s15,p15.6,"Additionally, LLMs are highly skilled in open-ended generations. One example is that the news articles generated by LLMs are almost indistinguishable from real news articles by humans [16]. LLMs are remarkably adept at code synthesis as well. Either for text-code generation, such as HumanEval [18] and MBPP [7], or for code repairing, such as DeepFix [39], LLMs can perform pretty well. GPT-4 can even pass 25% problems in Leetcode, which are not trivial for most human coders [76]. With training on more code data, the coding capability of LLMs can be improved further [22].","['b4', 'b36', 'b13', 'b15', 'b19', 'b73']","[True, True, True, True, True, True]",6,"1. Additionally, LLMs are highly skilled in open-ended generations.
2. One example is that the news articles generated by LLMs are almost indistinguishable from real news articles by humans [16].
3. LLMs are remarkably adept at code synthesis as well.
4. Either for text-code generation, such as HumanEval [18] and MBPP [7], or for code repairing, such as DeepFix [39], LLMs can perform pretty well.
5. GPT-4 can even pass 25% problems in Leetcode, which are not trivial for most human coders [76].
6. With training on more code data, the coding capability of LLMs can be improved further [22].","Additionally, LLMs are highly skilled in open-ended generations.",What are the capabilities of LLMs in open-ended generation and code-related tasks?,"Question: What are the capabilities of LLMs in open-ended generation and code-related tasks?

1. Additionally, LLMs are highly skilled in open-ended generations.
2. One example is that the news articles generated by LLMs are almost indistinguishable from real news articles by humans [16].
3. LLMs are remarkably adept at code synthesis as well.
4. Either for text-code generation, such as HumanEval [18] and MBPP [7], or for code repairing, such as DeepFix [39], LLMs can perform pretty well.
5. GPT-4 can even pass 25% problems in Leetcode, which are not trivial for most human coders [76].
6. With training on more code data, the coding capability of LLMs can be improved further [22].",0.5,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
258331833,Harnessing the Power of LLMs in Practice: A Survey on ChatGPT and Beyond,"Computer Science, Linguistics",https://www.semanticscholar.org/paper/131c6f328c11706de2c43cd16e0b7c5d5e610b6a,s18,p18.3,"Closed-book question-answering tasks require the model to answer a given question about factual knowledge without any external information. It does require the memorization of real-world knowledge in the model. LLMs perform better on nearly all datasets, such as on NaturalQuestions [52], WebQuestions [9], and TriviaQA [46]. On TriviaQA, even zero-shot LLMs is still much better [22].","['b43', 'b19', 'b6', 'b49']","[True, True, True, True]",4,"1. Closed-book question-answering tasks require the model to answer a given question about factual knowledge without any external information.
2. It does require the memorization of real-world knowledge in the model.
3. LLMs perform better on nearly all datasets, such as on NaturalQuestions [52], WebQuestions [9], and TriviaQA[46].
4. On TriviaQA, even zero-shot LLMs is still much better [22].",Closed-book question-answering tasks require the model to answer a given question about factual knowledge without any external information.,What are the advantages of LLMs in closed-book question-answering tasks?,"Question: What are the advantages of LLMs in closed-book question-answering tasks?

1. Closed-book question-answering tasks require the model to answer a given question about factual knowledge without any external information.
2. It does require the memorization of real-world knowledge in the model.
3. LLMs perform better on nearly all datasets, such as on NaturalQuestions [52], WebQuestions [9], and TriviaQA[46].
4. On TriviaQA, even zero-shot LLMs is still much better [22].",1.0,1.0,0.5,1.0,1.0,1.0,0.0,1.0,0.0,0.0
258331833,Harnessing the Power of LLMs in Practice: A Survey on ChatGPT and Beyond,"Computer Science, Linguistics",https://www.semanticscholar.org/paper/131c6f328c11706de2c43cd16e0b7c5d5e610b6a,s18,p18.4,"The massive multitask language understanding (MMLU) [40] is also highly knowledge-intensive. Some tasks only require the model to capture the self-contained knowledge in the contexts. The knowledge in the contexts from the input is enough for the model to make predictions. For these tasks, small fine-tuned models can work pretty well. One such task is machine reading comprehension (MRC). An MRC task provides several paragraphs and requires the model to predict the answer to questions based on these paragraphs. We've discussed MRC in the previous section because it's also a traditional NLU task.",['b37'],[True],1,"1. The massive multitask language understanding (MMLU) [40] is also highly knowledge-intensive.
2. Some tasks only require the model to capture the self-contained knowledge in the contexts.
3. The knowledge in the contexts from the input is enough for the model to make predictions.
4. For these tasks, small fine-tuned models can work pretty well.
5. One such task is machine reading comprehension (MRC).
6. An MRC task provides several paragraphs and requires the model to predict the answer to questions based on these paragraphs.
7. We've discussed MRC in the previous section because it's also a traditional NLU task.",The massive multitask language understanding (MMLU) [40] is also highly knowledge-intensive.,What makes machine reading comprehension a suitable task for small fine-tuned models?,"Question: What makes machine reading comprehension a suitable task for small fine-tuned models?

1. The massive multitask language understanding (MMLU) [40] is also highly knowledge-intensive.
2. Some tasks only require the model to capture the self-contained knowledge in the contexts.
3. The knowledge in the contexts from the input is enough for the model to make predictions.
4. For these tasks, small fine-tuned models can work pretty well.
5. One such task is machine reading comprehension (MRC).
6. An MRC task provides several paragraphs and requires the model to predict the answer to questions based on these paragraphs.
7. We've discussed MRC in the previous section because it's also a traditional NLU task.",0.0,0.5,0.0,1.0,1.0,1.0,0.0,0.8571428571428571,-0.3571428571428571,0.0
258331833,Harnessing the Power of LLMs in Practice: A Survey on ChatGPT and Beyond,"Computer Science, Linguistics",https://www.semanticscholar.org/paper/131c6f328c11706de2c43cd16e0b7c5d5e610b6a,s18,p18.5,"Another scenario is that the knowledge within LLMs about real world is useless to the task, or even the required knowledge is counterfactual to the real world. As a result, the LLMs cannot work well on such tasks. In some cases, inconsistent knowledge may even make the LLMs worse than random guessing. For example, in Big-Bench, the Mnist ascii task requires the model to tell the digit represented by an ASCII art. The capability required by this task is nothing about real-world knowledge. Also, in the Inverse Scaling Phenomenon competition [70], the task redefine math redefines a common symbol and requires the model to choose between the original meaning and the meaning derived from the redefinition. What it requires contrasts to the LLMs' knowledge, thus LLMs even perform worse than random guessing.",['b67'],[True],1,"1. Another scenario is that the knowledge within LLMs about real world is useless to the task, or even the required knowledge is counterfactual to the real world.
2. As a result, the LLMs cannot work well on such tasks.
3. In some cases, inconsistent knowledge may even make the LLMs worse than random guessing.
4. For example, in Big-Bench, the Mnist ascii task requires the model to tell the digit represented by an ASCII art.
5. The capability required by this task is nothing about real-world knowledge.
6. Also, in the Inverse Scaling Phenomenon competition [70], the task redefine math redefines a common symbol and requires the model to choose between the original meaning and the meaning derived from the redefinition.
7. What it requires contrasts to the LLMs' knowledge, thus LLMs even perform worse than random guessing.","Another scenario is that the knowledge within LLMs about real world is useless to the task, or even the required knowledge is counterfactual to the real world.",Why might LLMs perform poorly on tasks unrelated to real-world knowledge?,"Question: Why might LLMs perform poorly on tasks unrelated to real-world knowledge?

1. Another scenario is that the knowledge within LLMs about real world is useless to the task, or even the required knowledge is counterfactual to the real world.
2. As a result, the LLMs cannot work well on such tasks.
3. In some cases, inconsistent knowledge may even make the LLMs worse than random guessing.
4. For example, in Big-Bench, the Mnist ascii task requires the model to tell the digit represented by an ASCII art.
5. The capability required by this task is nothing about real-world knowledge.
6. Also, in the Inverse Scaling Phenomenon competition [70], the task redefine math redefines a common symbol and requires the model to choose between the original meaning and the meaning derived from the redefinition.
7. What it requires contrasts to the LLMs' knowledge, thus LLMs even perform worse than random guessing.",0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
258331833,Harnessing the Power of LLMs in Practice: A Survey on ChatGPT and Beyond,"Computer Science, Linguistics",https://www.semanticscholar.org/paper/131c6f328c11706de2c43cd16e0b7c5d5e610b6a,s19,p19.0,"Scaling of LLMs (e.g. parameters, training computation, etc.) can greatly empower pretrained language models. With the model scaling up, a model generally becomes more capable in a range of tasks. Reflected in some metrics, the performance shows a power-law relationship with the model scale. For example, the cross-entropy loss which is used to measure the performance for language modeling decreases linearly with the exponential increase in the model scale, which is also called 'scaling-law' [41,47]. For some crucial abilities, such as reasoning, scaling the model has gradually transformed these abilities from a very low state to a usable state, and even approaching human capabilities. In this section, we provide an overview of the usage of LLMs in terms of the abilities and behaviors of LLMs along with scaling.","['b44', 'b38']","[True, True]",2,"1. Scaling of LLMs (e.g. parameters, training computation, etc.) can greatly empower pretrained language models.
2. With the model scaling up, a model generally becomes more capable in a range of tasks.
3. Reflected in some metrics, the performance shows a power-law relationship with the model scale.
4. For example, the cross-entropy loss which is used to measure the performance for language modeling decreases linearly with the exponential increase in the model scale, which is also called 'scaling-law' [41,47].
5. For some crucial abilities, such as reasoning, scaling the model has gradually transformed these abilities from a very low state to a usable state, and even approaching human capabilities.
6. In this section, we provide an overview of the usage of LLMs in terms of the abilities and behaviors of LLMs along with scaling.","Scaling of LLMs (e.g. parameters, training computation, etc.) can greatly empower pretrained language models.",How does scaling affect the performance and abilities of large language models (LLMs)?,"Question: How does scaling affect the performance and abilities of large language models (LLMs)?

1. Scaling of LLMs (e.g. parameters, training computation, etc.) can greatly empower pretrained language models.
2. With the model scaling up, a model generally becomes more capable in a range of tasks.
3. Reflected in some metrics, the performance shows a power-law relationship with the model scale.
4. For example, the cross-entropy loss which is used to measure the performance for language modeling decreases linearly with the exponential increase in the model scale, which is also called 'scaling-law' [41,47].
5. For some crucial abilities, such as reasoning, scaling the model has gradually transformed these abilities from a very low state to a usable state, and even approaching human capabilities.
6. In this section, we provide an overview of the usage of LLMs in terms of the abilities and behaviors of LLMs along with scaling.",1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8333333333333334,0.1666666666666666,0.0
